County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Marshall County, Indiana,46962.0,43831.0,277.0,4297.0,293.0,29.0,39.5,23403.0,12862.0,48485.0,22895.0,519.0,674.0,123100.0,1044.0,12723,5978,2080,5594.0,11.911758442996465,1062.0,126.0,440.0,4929.0,30.0,1242.0,2.0,0.0
Martin County, Indiana,10262.0,10017.0,30.0,24.0,65.0,8.0,42.5,5067.0,3097.0,44589.0,22939.0,373.0,521.0,91800.0,975.0,3158,1248,393,1320.0,12.862989670629506,236.0,39.0,160.0,1278.0,0.0,0.0,0.0,0.0
Miami County, Indiana,36211.0,33092.0,1862.0,962.0,119.0,21.0,40.1,16333.0,12918.0,45184.0,21745.0,464.0,651.0,85500.0,913.0,10997,3832,1047,5174.0,14.288475877495788,941.0,55.0,503.0,4825.0,126.0,147.0,10.0,5.0
Monroe County, Indiana,142404.0,123673.0,4170.0,4623.0,8731.0,53.0,28.4,75089.0,46861.0,42404.0,24266.0,703.0,836.0,160400.0,1180.0,18186,23178,18020,31707.0,22.26552624926266,3320.0,371.0,1813.0,24947.0,1620.0,1203.0,3697.0,10.0
Montgomery County, Indiana,38172.0,36724.0,326.0,1733.0,205.0,4.0,40.2,18799.0,11423.0,48213.0,22911.0,497.0,654.0,110600.0,988.0,11513,4635,1383,5153.0,13.499423661322435,952.0,129.0,440.0,4851.0,129.0,432.0,2.0,0.0
Morgan County, Indiana,69403.0,67610.0,272.0,959.0,429.0,0.0,40.9,35373.0,19598.0,55432.0,26175.0,596.0,754.0,143700.0,1177.0,19941,9685,2571,8237.0,11.868363039061713,1658.0,158.0,1038.0,7609.0,90.0,191.0,55.0,0.0
Newton County, Indiana,14057.0,13639.0,39.0,794.0,61.0,16.0,43.0,6750.0,4581.0,46895.0,23154.0,513.0,699.0,113400.0,1031.0,4986,1321,316,1892.0,13.459486376894073,364.0,62.0,166.0,1747.0,4.0,189.0,45.0,16.0
Noble County, Indiana,47546.0,45871.0,228.0,4733.0,287.0,5.0,37.9,23974.0,12889.0,49331.0,23477.0,518.0,640.0,113000.0,983.0,13030,5767,1349,5665.0,11.914777268329617,1252.0,159.0,590.0,5428.0,71.0,800.0,42.0,0.0
Ohio County, Indiana,6033.0,5967.0,58.0,0.0,0.0,0.0,46.0,3152.0,1820.0,48780.0,23848.0,509.0,671.0,141000.0,1151.0,2218,823,164,470.0,7.790485662191282,59.0,0.0,12.0,470.0,0.0,0.0,0.0,0.0
Orange County, Indiana,19725.0,19037.0,277.0,251.0,63.0,0.0,40.9,8938.0,6720.0,39812.0,19660.0,405.0,580.0,89400.0,910.0,6391,1720,580,3403.0,17.252217997465145,685.0,102.0,307.0,3190.0,99.0,109.0,3.0,0.0
Owen County, Indiana,21192.0,20614.0,129.0,146.0,39.0,0.0,43.9,10079.0,7030.0,43948.0,21842.0,507.0,678.0,110200.0,1020.0,6664,1967,672,3172.0,14.96791241978105,651.0,92.0,302.0,3082.0,8.0,20.0,0.0,0.0
Parke County, Indiana,17107.0,16454.0,357.0,226.0,14.0,46.0,41.8,7303.0,6541.0,40781.0,20592.0,415.0,579.0,88200.0,874.0,5071,2184,524,2486.0,14.532062898228796,417.0,29.0,154.0,2319.0,76.0,72.0,0.0,0.0
Perry County, Indiana,19414.0,18411.0,592.0,241.0,51.0,0.0,41.4,8901.0,6894.0,47470.0,20964.0,442.0,608.0,100800.0,946.0,7137,1797,747,2276.0,11.723498506232616,534.0,38.0,287.0,2062.0,47.0,117.0,8.0,0.0
Pike County, Indiana,12687.0,12608.0,24.0,29.0,10.0,0.0,43.4,6229.0,3942.0,44399.0,23169.0,383.0,620.0,88400.0,988.0,4302,1402,383,1243.0,9.797430440608498,230.0,10.0,117.0,1227.0,3.0,0.0,10.0,0.0
Porter County, Indiana,166570.0,153248.0,5701.0,15371.0,2403.0,114.0,39.2,84371.0,48338.0,63926.0,29922.0,727.0,862.0,165500.0,1327.0,40080,29165,11021,18850.0,11.316563606891997,3968.0,328.0,2304.0,15665.0,1390.0,3157.0,356.0,0.0
Posey County, Indiana,25567.0,24856.0,339.0,264.0,109.0,0.0,42.5,12795.0,7700.0,58101.0,29821.0,465.0,666.0,133800.0,1104.0,7045,4273,1153,2801.0,10.955528611100247,525.0,122.0,306.0,2621.0,102.0,44.0,41.0,0.0
Pulaski County, Indiana,13047.0,12582.0,60.0,363.0,54.0,0.0,41.3,6270.0,4200.0,43836.0,22798.0,448.0,681.0,93000.0,938.0,4236,1290,292,1808.0,13.857591783551774,372.0,78.0,128.0,1718.0,0.0,60.0,6.0,0.0
Putnam County, Indiana,37650.0,35072.0,1553.0,665.0,328.0,0.0,37.5,16739.0,14260.0,51355.0,22983.0,527.0,693.0,122800.0,1142.0,10815,4224,1614,3245.0,8.618857901726427,618.0,55.0,373.0,2963.0,100.0,114.0,3.0,0.0
Randolph County, Indiana,25596.0,24863.0,94.0,814.0,15.0,0.0,42.2,12275.0,7998.0,40810.0,23000.0,426.0,580.0,78200.0,849.0,7909,2863,877,4522.0,17.666822941084543,931.0,92.0,416.0,4347.0,8.0,409.0,0.0,0.0
Ripley County, Indiana,28612.0,27769.0,136.0,486.0,308.0,0.0,40.4,14139.0,8382.0,51170.0,23534.0,483.0,678.0,129800.0,1112.0,8789,3776,940,2403.0,8.398574024884663,457.0,51.0,237.0,2314.0,0.0,120.0,0.0,0.0
Rush County, Indiana,16991.0,16512.0,157.0,215.0,39.0,0.0,41.3,8367.0,5117.0,45121.0,23186.0,464.0,630.0,100700.0,932.0,5573,1641,717,2946.0,17.338591018774647,714.0,19.0,373.0,2891.0,13.0,89.0,0.0,0.0
St. Joseph County, Indiana,267246.0,212537.0,34532.0,21251.0,5380.0,237.0,36.5,134748.0,75173.0,45471.0,24395.0,595.0,719.0,114800.0,1010.0,55247,42490,19056,45532.0,17.03748606153132,8631.0,983.0,5038.0,26486.0,13221.0,6701.0,1032.0,0.0
Scott County, Indiana,23783.0,23159.0,66.0,405.0,87.0,0.0,40.3,11012.0,7874.0,44442.0,21385.0,547.0,735.0,98700.0,994.0,7078,2753,634,4148.0,17.441029306647607,881.0,121.0,426.0,4016.0,21.0,136.0,0.0,0.0
Shelby County, Indiana,44441.0,41947.0,562.0,1715.0,327.0,0.0,41.0,23368.0,11847.0,53584.0,24645.0,555.0,711.0,120800.0,1133.0,13630,5184,1709,5302.0,11.930424607907113,1057.0,161.0,582.0,4735.0,112.0,426.0,0.0,0.0
Spencer County, Indiana,20856.0,20070.0,124.0,553.0,66.0,12.0,42.7,10662.0,5978.0,55247.0,24936.0,402.0,587.0,116100.0,1013.0,6464,2808,849,2213.0,10.610855389336402,371.0,37.0,139.0,1992.0,1.0,227.0,2.0,0.0
Starke County, Indiana,23117.0,22108.0,154.0,803.0,73.0,0.0,41.6,10833.0,7578.0,42208.0,20899.0,477.0,679.0,96900.0,942.0,6810,2635,630,3682.0,15.927672275814336,726.0,76.0,284.0,3392.0,75.0,193.0,0.0,0.0
Steuben County, Indiana,34267.0,33345.0,87.0,1108.0,147.0,11.0,41.7,17602.0,10299.0,48472.0,24576.0,525.0,674.0,128800.0,1027.0,8995,5313,1450,3542.0,10.336475326115504,689.0,48.0,378.0,3380.0,15.0,76.0,9.0,0.0
Sullivan County, Indiana,21111.0,19718.0,956.0,353.0,47.0,0.0,40.8,8801.0,8562.0,45023.0,19715.0,439.0,661.0,78200.0,895.0,6476,3246,563,3534.0,16.740088105726873,773.0,147.0,360.0,3452.0,29.0,46.0,47.0,0.0
Switzerland County, Indiana,10500.0,10170.0,104.0,74.0,25.0,0.0,40.1,4772.0,3406.0,44061.0,19516.0,533.0,785.0,119100.0,1028.0,3359,1081,181,2022.0,19.257142857142856,443.0,68.0,160.0,1918.0,1.0,15.0,14.0,0.0
Tippecanoe County, Indiana,180952.0,153830.0,8066.0,14360.0,13034.0,22.0,27.9,92799.0,54730.0,45932.0,23529.0,661.0,795.0,135200.0,1124.0,27099,27544,15277,36902.0,20.393253459480967,4265.0,253.0,2707.0,27178.0,3639.0,4094.0,4913.0,0.0
Tipton County, Indiana,15573.0,15146.0,24.0,401.0,9.0,41.0,43.8,7674.0,4956.0,51613.0,25868.0,502.0,696.0,111500.0,1059.0,4492,2436,667,1529.0,9.818275219931934,352.0,36.0,212.0,1470.0,3.0,149.0,0.0,0.0
Union County, Indiana,7299.0,7032.0,12.0,53.0,44.0,0.0,42.1,3668.0,2175.0,44277.0,21487.0,420.0,650.0,102500.0,1017.0,2144,923,318,754.0,10.330182216742019,110.0,7.0,21.0,746.0,0.0,1.0,0.0,0.0
Vanderburgh County, Indiana,181305.0,156201.0,16420.0,4415.0,1942.0,155.0,37.8,91766.0,53625.0,43046.0,24961.0,546.0,716.0,115500.0,1023.0,42851,29101,10235,28870.0,15.923443920465514,5547.0,475.0,3553.0,20715.0,6023.0,1741.0,194.0,66.0
Vermillion County, Indiana,15860.0,15553.0,52.0,167.0,47.0,0.0,42.9,7162.0,5599.0,43600.0,22022.0,369.0,555.0,75000.0,867.0,4910,2105,429,1996.0,12.585119798234553,340.0,38.0,153.0,1962.0,14.0,17.0,7.0,0.0
Vigo County, Indiana,108268.0,94752.0,6596.0,2699.0,2051.0,5.0,36.0,52018.0,36228.0,40313.0,21626.0,523.0,688.0,91200.0,924.0,23867,15423,5999,20245.0,18.69896922451694,3392.0,530.0,1765.0,16346.0,1821.0,801.0,511.0,0.0
Wabash County, Indiana,32358.0,31057.0,270.0,759.0,90.0,0.0,42.4,16028.0,10292.0,45649.0,22674.0,461.0,640.0,95100.0,903.0,9529,3998,1723,4373.0,13.514432288769392,963.0,77.0,571.0,4121.0,27.0,155.0,37.0,0.0
Warren County, Indiana,8367.0,8207.0,47.0,106.0,8.0,0.0,44.1,4267.0,2488.0,56042.0,27731.0,493.0,753.0,107200.0,980.0,2661,1279,369,740.0,8.8442691526234,144.0,9.0,106.0,697.0,35.0,0.0,0.0,0.0
Warrick County, Indiana,60995.0,57687.0,957.0,1049.0,1267.0,16.0,40.6,31531.0,15891.0,62185.0,30507.0,602.0,771.0,148400.0,1194.0,14192,11266,4162,5926.0,9.715550454955324,1256.0,169.0,636.0,5258.0,256.0,298.0,88.0,0.0
Washington County, Indiana,27930.0,27389.0,29.0,382.0,44.0,0.0,40.7,13122.0,8827.0,41289.0,20483.0,442.0,622.0,102900.0,975.0,8930,2704,1162,4190.0,15.001790189760115,952.0,125.0,464.0,4051.0,0.0,147.0,0.0,0.0
Wayne County, Indiana,67866.0,61099.0,3261.0,1823.0,532.0,0.0,40.9,31265.0,23227.0,38494.0,22093.0,462.0,623.0,92200.0,935.0,18309,8371,3356,13732.0,20.233990510712285,2938.0,213.0,1850.0,11423.0,933.0,959.0,0.0,0.0
Wells County, Indiana,27796.0,26913.0,192.0,684.0,168.0,0.0,41.2,14155.0,7686.0,51101.0,24253.0,501.0,621.0,115200.0,950.0,7944,4145,1079,3306.0,11.893797668729313,631.0,30.0,338.0,3026.0,48.0,293.0,24.0,0.0
White County, Indiana,24388.0,23023.0,88.0,1831.0,59.0,0.0,42.0,12158.0,7109.0,52154.0,24944.0,477.0,681.0,105500.0,940.0,7581,3362,877,2309.0,9.467771034935215,426.0,92.0,172.0,2053.0,0.0,510.0,6.0,0.0
Whitley County, Indiana,33330.0,32225.0,121.0,624.0,115.0,0.0,41.0,17427.0,8993.0,54389.0,26383.0,461.0,624.0,130400.0,1097.0,9846,4640,1577,2633.0,7.8997899789979,515.0,54.0,310.0,2355.0,17.0,134.0,22.0,0.0
Adair County, Iowa,7426.0,7312.0,27.0,114.0,24.0,0.0,45.9,3900.0,2139.0,46526.0,25990.0,386.0,553.0,89600.0,984.0,2398,1267,182,764.0,10.28817667654188,127.0,7.0,66.0,735.0,9.0,21.0,5.0,0.0
Adams County, Iowa,3892.0,3788.0,27.0,31.0,11.0,0.0,46.8,2059.0,1105.0,48043.0,26428.0,355.0,538.0,87800.0,942.0,1130,771,112,388.0,9.969167523124357,72.0,5.0,37.0,336.0,19.0,10.0,0.0,0.0
Allamakee County, Iowa,14060.0,13592.0,99.0,765.0,39.0,3.0,45.1,7344.0,3901.0,45890.0,26077.0,404.0,554.0,110900.0,1032.0,4201,2077,466,1491.0,10.604551920341393,283.0,48.0,102.0,1392.0,22.0,219.0,13.0,0.0
Appanoose County, Iowa,12669.0,12347.0,43.0,202.0,47.0,0.0,44.7,6212.0,3937.0,41394.0,23653.0,380.0,536.0,78200.0,922.0,3353,2039,427,1719.0,13.568553161259768,264.0,47.0,60.0,1687.0,7.0,28.0,0.0,0.0
Audubon County, Iowa,5869.0,5732.0,19.0,49.0,19.0,0.0,47.8,3095.0,1733.0,46979.0,29882.0,355.0,547.0,65000.0,786.0,1810,964,165,552.0,9.40535014482876,125.0,0.0,70.0,507.0,0.0,28.0,11.0,0.0
Benton County, Iowa,25803.0,25226.0,181.0,338.0,55.0,0.0,41.4,13730.0,6359.0,60606.0,29990.0,438.0,593.0,140600.0,1265.0,6485,5057,931,2440.0,9.456264775413711,482.0,94.0,184.0,2378.0,10.0,196.0,11.0,0.0
Black Hawk County, Iowa,132496.0,112912.0,12130.0,5315.0,2246.0,23.0,34.7,71940.0,34919.0,48369.0,25382.0,576.0,700.0,130200.0,1074.0,27717,23971,7564,19887.0,15.009509721048182,2804.0,248.0,1663.0,14016.0,4305.0,1172.0,508.0,7.0
Boone County, Iowa,26401.0,25658.0,235.0,612.0,85.0,10.0,41.3,14104.0,7207.0,52985.0,26935.0,509.0,644.0,119600.0,1174.0,6510,5532,1147,2588.0,9.802658990189766,374.0,31.0,174.0,2400.0,70.0,93.0,0.0,0.0
Bremer County, Iowa,24539.0,23737.0,269.0,312.0,187.0,45.0,38.6,13365.0,6481.0,62163.0,30504.0,482.0,591.0,151600.0,1205.0,5434,5265,1335,1894.0,7.718325930152003,324.0,18.0,189.0,1766.0,10.0,66.0,24.0,45.0
Buchanan County, Iowa,20998.0,20514.0,79.0,296.0,95.0,0.0,38.4,10797.0,5195.0,56150.0,29045.0,466.0,629.0,126600.0,1098.0,6047,3594,511,1970.0,9.38184589008477,370.0,14.0,200.0,1858.0,16.0,60.0,26.0,0.0
Buena Vista County, Iowa,20507.0,16611.0,590.0,4992.0,1589.0,181.0,35.9,11142.0,4719.0,48195.0,24511.0,462.0,593.0,103900.0,970.0,4293,2711,858,2452.0,11.956892768323012,467.0,33.0,269.0,1846.0,223.0,682.0,143.0,79.0
Butler County, Iowa,14966.0,14702.0,59.0,162.0,70.0,0.0,43.5,7743.0,4064.0,52360.0,26498.0,420.0,566.0,107400.0,988.0,4291,2624,426,1322.0,8.833355606040358,246.0,19.0,101.0,1284.0,3.0,28.0,0.0,0.0
Calhoun County, Iowa,9914.0,9533.0,134.0,168.0,29.0,0.0,46.0,4816.0,3289.0,44921.0,26524.0,385.0,517.0,76100.0,835.0,2684,1795,373,1384.0,13.960056485777688,295.0,46.0,133.0,1284.0,34.0,52.0,1.0,0.0
Carroll County, Iowa,20629.0,20025.0,314.0,434.0,16.0,7.0,42.3,11110.0,5022.0,50559.0,27100.0,405.0,542.0,113200.0,984.0,5807,4066,686,2047.0,9.92292403897426,409.0,67.0,165.0,1715.0,177.0,181.0,0.0,0.0
Cass County, Iowa,13590.0,13253.0,57.0,313.0,52.0,14.0,44.7,6932.0,3920.0,43750.0,25868.0,429.0,569.0,89500.0,847.0,4309,2185,504,1855.0,13.649742457689477,393.0,60.0,185.0,1751.0,31.0,72.0,21.0,0.0
Cedar County, Iowa,18375.0,17871.0,72.0,317.0,113.0,0.0,42.1,10079.0,4456.0,59047.0,27879.0,492.0,670.0,134700.0,1138.0,4785,3734,778,1393.0,7.580952380952381,221.0,45.0,121.0,1320.0,2.0,50.0,17.0,0.0
Cerro Gordo County, Iowa,43481.0,41325.0,544.0,1839.0,492.0,0.0,44.2,23691.0,11942.0,46122.0,28270.0,485.0,617.0,115200.0,1051.0,10035,9667,1887,5665.0,13.028679193210827,1104.0,215.0,523.0,5368.0,100.0,560.0,0.0,0.0
Cherokee County, Iowa,11853.0,11534.0,54.0,367.0,13.0,0.0,46.6,6254.0,3357.0,48599.0,27934.0,363.0,516.0,84200.0,871.0,3064,2361,378,1281.0,10.807390534042014,268.0,6.0,185.0,1225.0,5.0,99.0,0.0,0.0
Chickasaw County, Iowa,12244.0,12009.0,67.0,278.0,69.0,0.0,44.1,6388.0,3279.0,47040.0,26981.0,409.0,556.0,103400.0,985.0,3690,2035,319,1067.0,8.714472394642273,204.0,25.0,102.0,965.0,35.0,93.0,50.0,0.0
Clarke County, Iowa,9280.0,8910.0,13.0,1056.0,42.0,0.0,39.6,4742.0,2507.0,43327.0,22586.0,477.0,678.0,91200.0,1100.0,2813,1271,258,1493.0,16.088362068965516,318.0,14.0,150.0,1490.0,2.0,408.0,1.0,0.0
Clay County, Iowa,16537.0,15857.0,118.0,503.0,29.0,63.0,42.2,8871.0,4242.0,50389.0,27138.0,481.0,594.0,110500.0,993.0,4301,3285,491,1848.0,11.174941041301324,371.0,29.0,279.0,1781.0,7.0,56.0,11.0,11.0
Clayton County, Iowa,17806.0,17384.0,166.0,326.0,56.0,0.0,45.4,9395.0,4905.0,48007.0,26124.0,397.0,574.0,106700.0,1070.0,5691,2763,563,1941.0,10.900819948332023,376.0,36.0,183.0,1852.0,65.0,108.0,1.0,0.0
Clinton County, Iowa,48365.0,45280.0,1352.0,1399.0,322.0,0.0,42.1,24769.0,13815.0,50498.0,27255.0,478.0,620.0,110100.0,1083.0,12232,8454,1872,6608.0,13.662772666184225,1420.0,159.0,829.0,5601.0,402.0,410.0,121.0,0.0
Crawford County, Iowa,17252.0,15790.0,209.0,4658.0,54.0,31.0,38.0,8611.0,4609.0,48084.0,23344.0,403.0,541.0,90200.0,971.0,4156,2290,325,3367.0,19.51657778808254,622.0,15.0,378.0,2763.0,155.0,1491.0,43.0,23.0
Dallas County, Iowa,74892.0,68894.0,843.0,4634.0,2551.0,68.0,34.7,41537.0,14116.0,76320.0,37669.0,751.0,910.0,190700.0,1508.0,10524,21013,5748,4796.0,6.403888265769375,812.0,17.0,470.0,4362.0,61.0,481.0,164.0,0.0
Davis County, Iowa,8742.0,8612.0,18.0,105.0,27.0,0.0,38.0,3989.0,2452.0,48888.0,23867.0,396.0,582.0,99900.0,1078.0,2129,1164,278,1657.0,18.95447266071837,309.0,0.0,116.0,1644.0,0.0,19.0,0.0,0.0
Decatur County, Iowa,8249.0,7875.0,139.0,225.0,58.0,13.0,37.4,3959.0,2747.0,38560.0,19493.0,353.0,462.0,81500.0,979.0,1965,1038,298,1541.0,18.681052248757425,278.0,29.0,94.0,1479.0,12.0,43.0,10.0,0.0
Delaware County, Iowa,17507.0,17202.0,39.0,195.0,59.0,0.0,43.1,9798.0,4041.0,58274.0,27563.0,404.0,602.0,123300.0,1103.0,5374,2540,589,1717.0,9.807505569200892,320.0,22.0,186.0,1610.0,31.0,106.0,40.0,0.0
Des Moines County, Iowa,40208.0,36545.0,2194.0,1158.0,252.0,0.0,42.1,20093.0,11869.0,44423.0,24614.0,475.0,637.0,98200.0,1002.0,10103,6926,1735,6010.0,14.947274174293673,1359.0,29.0,989.0,4716.0,1065.0,396.0,26.0,0.0
Dickinson County, Iowa,16967.0,16583.0,52.0,270.0,39.0,33.0,48.7,9264.0,4813.0,57265.0,34218.0,506.0,643.0,167800.0,1229.0,3781,4143,1066,1100.0,6.483173218600814,185.0,5.0,111.0,1044.0,0.0,25.0,10.0,0.0
Dubuque County, Iowa,95906.0,89788.0,1862.0,2066.0,1273.0,300.0,38.8,52387.0,23834.0,54605.0,27096.0,572.0,696.0,149400.0,1201.0,22931,17774,6335,11189.0,11.66663191041228,1937.0,123.0,1155.0,9020.0,1016.0,654.0,174.0,0.0
Emmet County, Iowa,9917.0,9575.0,149.0,894.0,17.0,10.0,41.5,5195.0,2807.0,47795.0,27707.0,430.0,608.0,84100.0,966.0,2340,1667,278,1250.0,12.604618332156901,209.0,0.0,107.0,1221.0,0.0,308.0,0.0,0.0
Fayette County, Iowa,20589.0,19790.0,223.0,448.0,157.0,0.0,43.1,10588.0,6088.0,44928.0,24513.0,379.0,553.0,88200.0,940.0,5565,3264,820,2550.0,12.385254261984555,403.0,48.0,218.0,2271.0,147.0,143.0,4.0,0.0
Floyd County, Iowa,16050.0,15202.0,325.0,359.0,121.0,7.0,43.6,8284.0,4495.0,44797.0,25918.0,409.0,556.0,98200.0,908.0,4034,3120,452,1957.0,12.193146417445483,391.0,9.0,215.0,1660.0,197.0,32.0,42.0,0.0
Franklin County, Iowa,10489.0,9660.0,112.0,1207.0,24.0,0.0,42.8,5234.0,3126.0,48605.0,25417.0,435.0,574.0,85900.0,928.0,2822,1727,356,1372.0,13.080369911335685,300.0,13.0,208.0,1002.0,97.0,505.0,0.0,0.0
Fremont County, Iowa,7106.0,6880.0,21.0,180.0,0.0,0.0,46.4,3597.0,2132.0,53324.0,29060.0,425.0,608.0,100100.0,982.0,1866,1324,299,757.0,10.652969321699972,164.0,19.0,90.0,725.0,7.0,31.0,0.0,0.0
Greene County, Iowa,9174.0,8982.0,5.0,234.0,40.0,3.0,45.1,4720.0,2573.0,46898.0,26918.0,390.0,588.0,85300.0,995.0,2323,1709,291,1135.0,12.371920645301941,286.0,34.0,135.0,1043.0,0.0,51.0,0.0,0.0
Grundy County, Iowa,12407.0,12196.0,51.0,150.0,47.0,0.0,42.2,6422.0,3346.0,56750.0,31076.0,421.0,567.0,125700.0,1095.0,3038,2704,456,757.0,6.101394374143629,119.0,21.0,63.0,724.0,14.0,11.0,6.0,0.0
Guthrie County, Iowa,10740.0,10495.0,81.0,228.0,16.0,25.0,45.9,5628.0,2982.0,51013.0,28946.0,427.0,601.0,103700.0,1111.0,3066,1841,424,1199.0,11.163873370577281,247.0,14.0,147.0,1150.0,24.0,66.0,3.0,0.0
Hamilton County, Iowa,15297.0,14326.0,102.0,823.0,342.0,0.0,42.4,7775.0,4423.0,49813.0,26001.0,461.0,638.0,93600.0,1014.0,3661,2818,585,1712.0,11.19173694188403,319.0,36.0,200.0,1385.0,6.0,260.0,136.0,0.0
Hancock County, Iowa,11092.0,10769.0,72.0,408.0,34.0,8.0,44.0,5726.0,3127.0,52981.0,26846.0,429.0,551.0,91600.0,988.0,2915,2358,386,924.0,8.330328164442841,174.0,22.0,109.0,819.0,55.0,154.0,0.0,0.0
Hardin County, Iowa,17393.0,16659.0,178.0,685.0,167.0,0.0,44.7,8725.0,5380.0,51019.0,26256.0,425.0,567.0,88700.0,960.0,4382,3395,625,1454.0,8.359684930719254,232.0,22.0,108.0,1432.0,0.0,62.0,0.0,0.0
Harrison County, Iowa,14467.0,14125.0,8.0,199.0,39.0,4.0,43.8,7633.0,3995.0,53567.0,26910.0,442.0,639.0,106400.0,1121.0,3916,2336,412,1398.0,9.663371811709407,285.0,29.0,167.0,1374.0,3.0,10.0,0.0,0.0
Henry County, Iowa,20080.0,18471.0,478.0,892.0,437.0,0.0,40.7,9482.0,6555.0,49321.0,23439.0,465.0,612.0,103900.0,1031.0,5192,3775,576,2695.0,13.421314741035857,521.0,83.0,226.0,2357.0,130.0,279.0,27.0,0.0
Howard County, Iowa,9494.0,9328.0,31.0,141.0,21.0,0.0,42.2,4835.0,2512.0,49869.0,25804.0,417.0,605.0,94600.0,990.0,2873,1160,316,1081.0,11.386138613861386,182.0,13.0,92.0,1020.0,12.0,48.0,0.0,0.0
Humboldt County, Iowa,9674.0,9477.0,13.0,362.0,23.0,0.0,43.7,4892.0,2780.0,47252.0,27814.0,438.0,576.0,89800.0,962.0,2543,1800,277,1155.0,11.939218523878438,230.0,8.0,141.0,1101.0,0.0,53.0,0.0,0.0
Ida County, Iowa,7071.0,6913.0,39.0,137.0,24.0,0.0,45.1,3716.0,1918.0,46993.0,28398.0,301.0,414.0,80300.0,763.0,2017,1270,206,809.0,11.441097440248903,212.0,19.0,103.0,754.0,39.0,56.0,0.0,0.0
Iowa County, Iowa,16344.0,16010.0,137.0,367.0,31.0,11.0,42.4,8983.0,4060.0,59375.0,29022.0,399.0,520.0,138700.0,1217.0,4393,2854,852,1391.0,8.51076847772883,253.0,43.0,118.0,1285.0,17.0,10.0,9.0,11.0
Jackson County, Iowa,19572.0,19044.0,35.0,262.0,79.0,117.0,44.5,10133.0,5700.0,49028.0,25546.0,429.0,589.0,114300.0,1073.0,6214,2963,676,2343.0,11.971183323114653,513.0,102.0,273.0,2136.0,3.0,67.0,43.0,17.0
Jasper County, Iowa,36726.0,35318.0,542.0,640.0,211.0,14.0,42.2,18244.0,11338.0,55033.0,26138.0,531.0,685.0,117700.0,1140.0,10320,6632,936,3342.0,9.099820290802157,521.0,101.0,269.0,3078.0,64.0,146.0,6.0,0.0
Jefferson County, Iowa,17318.0,14744.0,246.0,526.0,1372.0,0.0,42.5,8277.0,6287.0,42899.0,25209.0,468.0,634.0,101000.0,998.0,3750,3430,1723,2311.0,13.344497055087192,334.0,20.0,173.0,1886.0,83.0,163.0,224.0,0.0
Johnson County, Iowa,139436.0,117331.0,7596.0,7299.0,8327.0,202.0,29.8,81761.0,32460.0,55700.0,31271.0,747.0,870.0,193600.0,1443.0,14464,29667,19567,23537.0,16.88014572994062,2093.0,308.0,1189.0,17152.0,2808.0,1796.0,2081.0,75.0
Jones County, Iowa,20560.0,19658.0,394.0,329.0,84.0,0.0,43.2,10333.0,6247.0,55060.0,26937.0,421.0,599.0,129300.0,1137.0,5842,3799,616,1950.0,9.48443579766537,321.0,32.0,154.0,1863.0,22.0,29.0,41.0,0.0
Keokuk County, Iowa,10291.0,10066.0,0.0,147.0,22.0,1.0,44.3,5184.0,2998.0,43838.0,23076.0,394.0,576.0,77100.0,961.0,3104,1776,309,1374.0,13.351472160139927,252.0,31.0,107.0,1333.0,0.0,24.0,0.0,0.0
Kossuth County, Iowa,15280.0,14925.0,57.0,280.0,60.0,0.0,46.1,7959.0,4304.0,51496.0,28952.0,411.0,579.0,92300.0,894.0,4145,3040,475,1357.0,8.88089005235602,243.0,11.0,117.0,1304.0,8.0,133.0,0.0,0.0
Lee County, Iowa,35369.0,33033.0,1068.0,1173.0,180.0,0.0,42.9,18020.0,10680.0,43312.0,22746.0,421.0,577.0,85400.0,952.0,10557,5717,1043,5791.0,16.373095083265007,1043.0,112.0,520.0,5175.0,289.0,84.0,13.0,0.0
Linn County, Iowa,216640.0,194427.0,9147.0,6256.0,4303.0,33.0,37.1,119908.0,50478.0,59322.0,30829.0,576.0,695.0,147400.0,1270.0,39691,48417,14232,20747.0,9.576717134416544,3416.0,415.0,2092.0,15576.0,3157.0,1646.0,213.0,0.0
Louisa County, Iowa,11271.0,10398.0,103.0,1817.0,286.0,11.0,40.8,5895.0,3007.0,51144.0,26176.0,430.0,618.0,99900.0,1009.0,2950,1534,270,1357.0,12.039748025907196,269.0,32.0,111.0,1148.0,9.0,515.0,59.0,11.0
Lucas County, Iowa,8731.0,8535.0,20.0,30.0,30.0,0.0,45.4,4387.0,2661.0,43962.0,23512.0,400.0,479.0,82400.0,968.0,2790,1423,182,1126.0,12.896575420913985,233.0,28.0,108.0,1051.0,8.0,0.0,0.0,0.0
Lyon County, Iowa,11723.0,11410.0,7.0,288.0,38.0,2.0,38.4,6121.0,2633.0,57130.0,26777.0,393.0,595.0,111100.0,1028.0,2853,2168,410,843.0,7.1909920668770795,178.0,23.0,60.0,788.0,0.0,47.0,6.0,0.0
